link,sentiment,hourGroup_aprem,hourGroup_finAprem,hourGroup_matin,hourGroup_nuit,hourGroup_soirTard,hourGroup_tresTot,dow_Friday,dow_Monday,dow_Saturday,dow_Sunday,dow_Thursday,dow_Tuesday,dow_Wednesday,season_automne,season_ete,season_hiver,season_printemps,timeSinceLastPost,nbCarac,nbHashtags,nbMentions,nbEmojis,relevantTopic_autre,relevantTopic_coupeDuMonde,relevantTopic_electionsParlementaires,relevantTopic_electionsPresidentielles,relevantTopic_guerreUkraine,relevantTopic_reformeRetraite,newspaper_lefigarofr,newspaper_lesechos,newspaper_lhumanitefr,newspaper_liberationfr,newspaper_valeurs_actuelles
Cm_xKb1IoCQ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10220,135,4,1,1,1,0,0,0,0,0,0,0,0,0,0
Cm_3cuuot8t,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3283,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CnAF2fKInVh,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7550,137,3,1,1,1,0,0,0,0,0,0,0,0,0,0
CnAgZ7AoXRc,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,13927,136,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CnBz_OKoyuf,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43816,144,5,1,2,0,0,1,0,0,0,0,0,0,0,0
CnCI8zbInCx,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10991,125,5,1,2,1,0,0,0,0,0,0,0,0,0,0
CnFKbKHonb3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,101436,68,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnFfF6PoeRP,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10842,62,0,1,1,0,1,0,0,0,0,0,0,0,0,0
CnG66mWo-RA,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,48137,57,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnH1SEVokNK,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30600,80,0,2,2,1,0,0,0,0,0,0,0,0,0,0
CnJftpVoa6O,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,55800,61,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnKuVprIwvC,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,41222,119,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnMV2lWIX6W,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54273,75,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnMtaqDIz2c,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12388,135,3,1,1,1,0,0,0,0,0,0,0,0,0,0
CnMySLxogQd,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2518,333,4,1,2,0,1,0,0,0,0,0,0,0,0,0
CnNAmHmIFFs,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7519,287,2,1,1,1,0,0,0,0,0,0,0,0,0,0
CnNHfWSITev,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3632,213,4,1,1,0,1,0,0,0,0,0,0,0,0,0
CnNYn63oJSa,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8949,97,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CnOj2JNIxif,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39453,190,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CnO1UcWoZsj,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9146,102,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnPWKSIoJe3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17219,106,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnPiXvjKpaZ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6415,311,3,1,3,1,0,0,0,0,0,0,0,0,0,0
CnPyirhoki6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8465,70,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnSGD6noqj4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,77343,80,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnSXrELoOsn,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9234,307,1,1,0,1,0,0,0,0,0,0,0,0,0,0
CnSbZetIaND,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1959,73,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnUu-LkKrAF,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,77365,103,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CnU6qH0IApM,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6140,143,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CnVBqgYoNaN,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3667,163,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CnWZNB_K1yO,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45977,176,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnXD-dAIoRf,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22337,65,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CnXRswbomXT,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7195,126,0,2,2,1,0,0,0,0,0,0,0,0,0,0
CnXlY6iq_Ir,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10323,92,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CnZBakhoHrb,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,48259,53,0,1,1,0,1,0,0,0,0,0,0,0,0,0
CnZ_Rt9qS1u,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,32432,164,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Cnbj58fInpC,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52749,111,0,1,1,1,0,0,0,0,0,0,0,0,0,0
CncSRplIEbs,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24325,112,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CnhNTJoIQ-n,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,165160,103,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CnheBIQqqSv,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8755,85,0,1,1,1,0,0,0,0,0,0,0,0,0,0
CnhrwXXI2Lw,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7201,88,0,1,2,1,0,0,0,0,0,0,0,0,0,0
Cnh3mc5Ifvf,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6231,261,4,0,0,0,0,0,1,0,0,0,0,0,0,0
CnjtWm0qsTG,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,61717,232,7,0,2,1,0,0,0,0,0,0,0,0,0,0
CnkDTjnoo8L,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11509,68,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CnkMqC0oXUS,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4903,103,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CnkQ_JxIqeb,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2280,104,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CnlxA3JImnb,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,50335,48,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CnmXP_vI392,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20047,104,2,1,2,1,0,0,0,0,0,0,0,0,0,0
Cnm6Ja8IA7g,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18297,98,3,1,1,1,0,0,0,0,0,0,0,0,0,0
CnovOf_IKTo,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,61382,111,2,2,1,1,0,0,0,0,0,0,0,0,0,0
CnrMw_tI6Zz,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,82596,158,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CnruIFNoz2y,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17503,112,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CnsExevoTWl,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11861,99,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CnttpQrokqg,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,55000,65,2,1,1,1,0,0,0,0,0,0,0,0,0,0
CnuWcupos60,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21376,146,4,1,1,1,0,0,0,0,0,0,0,0,0,0
CnwzOt2oIz0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,82198,249,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Cnw_8BHIMYK,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6680,176,3,1,3,1,0,0,0,0,0,0,0,0,0,0
CnxU4YwoTDx,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,10963,112,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CnyzTXXoNqd,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49504,172,5,1,2,1,0,0,0,0,0,0,0,0,0,0
CnzhvUbIYuY,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24355,145,5,1,1,1,0,0,0,0,0,0,0,0,0,0
Cnz2P3IIwMt,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10744,164,4,2,2,1,0,0,0,0,0,0,0,0,0,0
Cn1SmNSoWF4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,48418,146,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Cn12M1HoICg,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18666,151,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Cn2RikFIyts,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14334,226,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Cn2dqFsoV7b,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6367,132,3,1,1,1,0,0,0,0,0,0,0,0,0,0
Cn3_A3xIRw4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,51028,123,8,1,1,0,0,0,1,0,0,0,0,0,0,0
Cn4pIvCoTGG,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22085,124,2,1,2,1,0,0,0,0,0,0,0,0,0,0
Cn5AD-0oMeX,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12020,121,3,1,2,0,1,0,0,0,0,0,0,0,0,0
Cn7IjWQIxPQ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,71560,153,2,1,2,1,0,0,0,0,0,0,0,0,0,0
Cn7g2XpoNyW,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12739,136,3,1,3,1,0,0,0,0,0,0,0,0,0,0
Cn9E6PgIrh8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,52468,58,0,1,2,0,0,1,0,0,0,0,0,0,0,0
Cn9E_TOIPbG,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,34,302,5,1,1,1,0,0,0,0,0,0,0,0,0,0
Cn_pO9mIG75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,86120,139,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CoASzR3IoXT,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21792,121,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CoChO7Mo95I,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,74668,360,8,3,2,1,0,0,0,0,0,0,0,0,0,0
CoCsqMgoyyu,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5990,171,4,1,3,1,0,0,0,0,0,0,0,0,0,0
CoC3qe3IHBe,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5770,257,3,1,2,0,0,1,0,0,0,0,0,0,0,0
CoDJ_yEIUE_,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9621,67,1,1,2,1,0,0,0,0,0,0,0,0,0,0
CoDPGIyoals,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2690,251,4,0,0,1,0,0,0,0,0,0,0,0,0,0
CoDWSHYICCm,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3750,125,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CoFWQvKoRJ8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,67090,312,7,1,2,1,0,0,0,0,0,0,0,0,0,0
CoFiac-ozXe,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6371,173,6,1,2,1,0,0,0,0,0,0,0,0,0,0
CoF019aoqwE,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9670,151,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CoF-yoWIvbf,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5208,156,5,1,2,1,0,0,0,0,0,0,0,0,0,0
CoHUKWUoFnU,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,44759,94,4,1,3,0,0,0,0,0,1,0,0,0,0,0
CoH43ybrKzo,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19246,197,4,1,3,1,0,0,0,0,0,0,0,0,0,0
CoIB1hLt5fU,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4700,454,6,1,3,1,0,0,0,0,0,0,0,0,0,0
CoIMPSztUPc,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5455,241,4,1,1,0,0,1,0,0,0,0,0,0,0,0
CoIY-0JNZKz,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6691,94,3,1,2,0,0,0,0,1,0,0,0,0,0,0
CoKaVufoGdC,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,67811,81,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CoKkkLio7G1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5360,177,5,1,2,1,0,0,0,0,0,0,0,0,0,0
CoKquymo_7G,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3234,261,5,1,3,1,0,0,0,0,0,0,0,0,0,0
CoK40gII8Oh,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7386,123,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CoMghfwoOIe,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,54383,113,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CoM7_0FoXmR,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14407,185,2,2,2,1,0,0,0,0,0,0,0,0,0,0
CoPnn9OI1GE,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,89994,106,1,2,2,1,0,0,0,0,0,0,0,0,0,0
CoSXSuSoSPW,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,92074,113,3,0,1,1,0,0,0,0,0,0,0,0,0,0
CoSfsMgIYrR,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4403,126,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CoSo6q7IIa2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4837,194,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CoU8UN8onSl,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,77280,56,3,0,1,1,0,0,0,0,0,0,0,0,0,0
CoVOSfxIBNe,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9422,60,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CoWsH9tIaxr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49197,99,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CoW4ucltpyi,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6594,208,2,0,0,0,0,1,0,0,0,0,0,0,0,0
CoXcmGTpLO8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18894,207,3,0,0,1,0,0,0,0,0,0,0,0,0,0
CoXoFibo2Rz,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5950,65,3,0,1,1,0,0,0,0,0,0,0,0,0,0
CoZQXUEIRX7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54681,85,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CoZ5oanIysf,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,21643,97,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CoaGP_zoPlU,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6599,72,2,0,1,1,0,0,0,0,0,0,0,0,0,0
CoaQ2pRvsUI,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5628,170,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Coade_JoeOS,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6553,124,3,1,1,0,0,1,0,0,0,0,0,0,0,0
Cob1aiPoj3z,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,46101,106,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CocC6YWN0HA,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7051,389,6,1,2,1,0,0,0,0,0,0,0,0,0,0
CocPkxIopLm,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6664,217,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CocrKLeo6pW,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14463,50,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Coc5vP5I8FP,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7644,99,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CoeRlr2o8T5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,46058,145,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Coe3s0MIH_Z,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19982,273,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CofDNcOtQbj,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5989,115,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CofQLpno-Lh,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6846,55,2,0,1,1,0,0,0,0,0,0,0,0,0,0
CofhuCMIYVl,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9194,141,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CohFQ3YITZ3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,52190,143,2,1,2,1,0,0,0,0,0,0,0,0,0,0
CohoKSWoNOO,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18297,131,3,1,1,0,1,0,0,0,0,0,0,0,0,0
Coh1F9MoT56,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6780,55,3,0,1,0,0,1,0,0,0,0,0,0,0,0
CofkYheN5P1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10493,128,3,1,2,0,0,0,1,0,0,0,0,0,0,0
CojwddUIWFt,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,54187,44,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CokZ7XGoKdc,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21748,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cok0ePVIIIb,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13924,98,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Com1mjbv27x,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,67819,237,3,2,2,1,0,0,0,0,0,0,0,0,0,0
Com-yiSok5T,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4685,53,2,0,0,1,0,0,0,0,0,0,0,0,0,0
ConNOATopPf,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7565,239,3,0,2,1,0,0,0,0,0,0,0,0,0,0
ConZk_qoCTz,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6480,122,3,0,2,1,0,0,0,0,0,0,0,0,0,0
Copkn2wIPg9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,72900,91,5,0,1,1,0,0,0,0,0,0,0,0,0,0
Copxf8no3d4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6775,74,2,1,1,1,0,0,0,0,0,0,0,0,0,0
Cop_3bJoPl9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7507,126,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Corm-OGIfiJ,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54058,211,4,1,1,0,1,0,0,0,0,0,0,0,0,0
Cor8X_yIGcj,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11221,325,6,1,2,1,0,0,0,0,0,0,0,0,0,0
CosK5X5LrVV,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7696,311,4,0,1,1,0,0,0,0,0,0,0,0,0,0
CosVi_7IHtA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5502,154,5,0,2,1,0,0,0,0,0,0,0,0,0,0
CoueqnlPJ-k,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,71941,92,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CouveDrIXsV,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8759,207,3,1,3,1,0,0,0,0,0,0,0,0,0,0
Cou9sx4Np-M,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7433,57,1,1,3,1,0,0,0,0,0,0,0,0,0,0
CowxTfmINQr,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,60638,706,4,0,1,1,0,0,0,0,0,0,0,0,0,0
Cow2ZfrNiOD,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2662,158,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CoxRZnAs2tS,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14164,91,5,1,2,1,0,0,0,0,0,0,0,0,0,0
CoxgDkgsrja,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7684,119,5,1,2,1,0,0,0,0,0,0,0,0,0,0
Coy_M5QN1aJ,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,49852,244,5,1,1,1,0,0,0,0,0,0,0,0,0,0
CozGFMZNSqN,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3600,330,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co2NPyBNu5I,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,104400,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co4hzhFIYAN,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,77947,102,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Co43t2AILZw,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11487,154,6,1,2,1,0,0,0,0,0,0,0,0,0,0
Co5CMggotOI,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5494,191,3,1,2,1,0,0,0,0,0,0,0,0,0,0
Co5P7vjInvO,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7202,308,4,0,1,1,0,0,0,0,0,0,0,0,0,0
Co7dB32oA3O,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,73976,179,5,1,2,1,0,0,0,0,0,0,0,0,0,0
Co7m1uCNZoK,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5094,165,4,0,2,1,0,0,0,0,0,0,0,0,0,0
Co71hX1IvYh,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7747,208,3,0,1,1,0,0,0,0,0,0,0,0,0,0
Co7_c2tttKc,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5153,292,4,0,1,0,1,0,0,0,0,0,0,0,0,0
Co99RGMtIBr,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,66000,201,5,1,2,1,0,0,0,0,0,0,0,0,0,0
Co-Q0gMI1H9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10269,206,4,1,2,1,0,0,0,0,0,0,0,0,0,0
Co-fPTlIycC,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7559,316,6,1,2,0,0,1,0,0,0,0,0,0,0,0
CpAkZvYoMLF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,69816,462,6,1,3,1,0,0,0,0,0,0,0,0,0,0
CpAwzrhI8oT,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6504,82,4,1,3,1,0,0,0,0,0,0,0,0,0,0
CpBCpjvNmJX,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9352,109,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CpBK5rIokcc,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4328,254,4,1,1,0,0,1,0,0,0,0,0,0,0,0
CpC5kg5IrBT,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,58022,168,5,1,2,1,0,0,0,0,0,0,0,0,0,0
CpDRgeGIpy-,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12550,235,3,1,1,1,0,0,0,0,0,0,0,0,0,0
CpF7I-iIPXh,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,88944,159,4,1,1,1,0,0,0,0,0,0,0,0,0,0
CpIcGqEokrm,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,84385,78,4,1,2,1,0,0,0,0,0,0,0,0,0,0
CpLEjoboR-t,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,88317,185,3,1,2,1,0,0,0,0,0,0,0,0,0,0
CpLO25RovVN,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5401,520,3,1,1,1,0,0,0,0,0,0,0,0,0,0
CpNifYzIP23,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,77401,225,5,0,2,0,0,0,0,1,0,0,0,0,0,0
