link,sentiment,hourGroup_aprem,hourGroup_finAprem,hourGroup_matin,hourGroup_nuit,hourGroup_soirTard,hourGroup_tresTot,dow_Friday,dow_Monday,dow_Saturday,dow_Sunday,dow_Thursday,dow_Tuesday,dow_Wednesday,season_automne,season_ete,season_hiver,season_printemps,timeSinceLastPost,nbCarac,nbHashtags,nbMentions,nbEmojis,relevantTopic_autre,relevantTopic_coupeDuMonde,relevantTopic_electionsParlementaires,relevantTopic_electionsPresidentielles,relevantTopic_guerreUkraine,relevantTopic_reformeRetraite,newspaper_lefigarofr,newspaper_lesechos,newspaper_lhumanitefr,newspaper_liberationfr,newspaper_valeurs_actuelles
CfeOgIes8Av,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7265,1720,0,0,3,1,0,0,0,0,0,0,1,0,0,0
CfecOtxtrjd,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7196,720,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfgEqMZsdcG,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,54757,287,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfgSZy1sPgb,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7200,487,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cfgiad1ss8r,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8402,454,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfgzKSDM8Hd,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8773,673,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfhBUTMu5a1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7430,850,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CfiwUd2MD8W,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,58201,882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfjCDfOMFaF,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9292,337,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfjSFw9OZcb,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8402,305,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CfjfQ8JO1Fg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6907,260,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfjtizlFuF-,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7493,361,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CflFt5pOnJd,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,46235,649,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CflZZeZlx24,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10356,273,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CflixUJs9VD,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4862,375,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CfmJ_UesXXy,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20570,1091,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cfnq75RM-Uw,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,50827,386,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfoOKRHsYqs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18468,1351,6,0,0,1,0,0,0,0,0,0,1,0,0,0
Cfoaw6tuxAi,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6602,437,6,0,10,1,0,0,0,0,0,0,1,0,0,0
CfoodTFsIYC,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7179,400,3,0,1,1,0,0,0,0,0,0,1,0,0,0
Cfo2JUTujFt,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7226,800,2,0,0,1,0,0,0,0,0,0,1,0,0,0
CfqehLuILGm,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,54707,264,3,0,1,1,0,0,0,0,0,0,1,0,0,0
Cfqq3JvMQs4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6469,252,2,0,1,1,0,0,0,0,0,0,1,0,0,0
Cfq64TjOjw9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8365,460,3,0,1,1,0,0,0,0,0,0,1,0,0,0
CfrDUl3uYUE,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4433,258,0,0,1,0,0,0,0,0,1,0,1,0,0,0
CfrGQ7CI7Lq,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1571,268,3,0,1,1,0,0,0,0,0,0,1,0,0,0
CfrUHWos_i1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7291,343,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CfrVSZzKlo4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,598,505,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfstO_xutof,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,46062,531,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cfs-bi_oOxw,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9056,287,3,0,0,1,0,0,0,0,0,0,1,0,0,0
CftGMyou531,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4040,228,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CftWiwLufa-,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8562,425,3,0,1,0,0,1,0,0,0,0,1,0,0,0
CftsKt1qpox,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11376,327,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Cft44Kquhy9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6675,598,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CfvVaR_s1St,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,48471,474,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CfvfyKOIXDv,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5468,399,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cfv3wcnMD3C,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12540,1736,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfwCQe2stZb,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5497,2144,0,0,3,1,0,0,0,0,0,0,1,0,0,0
Cfwd0NVs5yk,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14449,649,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Cfwre-NLUbl,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7166,470,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CfyElfYuPNQ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,46715,262,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfyGVfrM0kP,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,927,910,4,0,0,1,0,0,0,0,0,0,1,0,0,0
CfySVEyMD6V,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6278,1035,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CfygGSrMBwy,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7219,331,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cfyt3vBj5ds,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7221,419,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cfy7c2po9PP,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7150,300,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cf07pzkFIiU,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,67184,394,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cf1LuxFpcWI,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8430,541,3,0,3,1,0,0,0,0,0,0,1,0,0,0
Cf1ZdXBM2v7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7219,856,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cf1nVBauQCD,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7250,394,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Cf3B9hZOKwi,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,47526,934,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Cf3N0oXMj5A,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6219,642,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cf3b5abNTSU,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7390,755,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cf3wdyToNDo,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10792,448,3,0,1,1,0,0,0,0,0,0,1,0,0,0
Cf4FMBMMEq4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10878,254,3,0,0,1,0,0,0,0,0,0,1,0,0,0
Cf5oloGOXWB,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52083,368,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cf5y_XHIY6R,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5484,275,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cf554ERuV_0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3570,399,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Cf6HoVUsHwj,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7242,445,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cf6VUefuXnf,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7176,406,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Cf6qDKBLuUX,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10838,312,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cf63stZLqeD,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7205,668,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cf8NY47IxDj,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,44902,252,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cf8Xyi-MaU3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5429,567,3,0,2,1,0,0,0,0,0,0,1,0,0,0
Cf8sZ3QMdQn,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10846,466,3,0,1,1,0,0,0,0,0,0,1,0,0,0
Cf9BDPkORLW,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10824,606,3,0,0,1,0,0,0,0,0,0,1,0,0,0
Cf9OwFYFANh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7198,804,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cf-1sC_s5g5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,53918,290,3,0,1,1,0,0,0,0,0,0,1,0,0,0
Cf_GzqdMQEY,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8974,500,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cf_YBe4s4MB,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9057,839,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cf_lwCWI0NW,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7202,433,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cf_zhrBs39u,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7245,208,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgBhXkdM2Qk,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,57530,1019,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgBvFNaMpwQ,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7208,593,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgB83nHMxdM,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7242,718,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgCKmo-K9sq,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7167,1698,0,0,3,1,0,0,0,0,0,0,1,0,0,0
CgCYyCLKZf1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7467,229,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CgCmETiF8Yr,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7003,189,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgEM_oYDRrZ,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,53909,363,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CgEdjaBsP6i,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8667,406,0,0,1,0,1,0,0,0,0,0,1,0,0,0
CgEvUzLOvFq,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9357,711,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgE9KI5uQ-n,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7214,309,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgGx0oMu2o8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,61165,391,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgG_iOIME-z,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7212,402,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgHNOjGsEWJ,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7180,333,3,0,1,1,0,0,0,0,0,0,1,0,0,0
CgHa_4qM4k0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7229,361,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgJPu7sstK0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,61184,816,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgJ5cutuZZo,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21857,361,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgKGu0bOjQ3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6997,715,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgKWDEwOvkj,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8003,459,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CgL0fo6sAvF,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49530,637,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CgMCPQsMxse,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7209,293,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgMWIckF6kX,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13763,42,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgMrg79sZpV,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7899,517,3,0,1,1,0,0,0,0,0,0,1,0,0,0
CgMrypANpXa,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,99,496,3,0,1,1,0,0,0,0,0,0,1,0,0,0
CgOZWO3MICx,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,57442,413,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CgOnC7WMoDU,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7205,622,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CgO5lD5uU67,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9694,367,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgPMwzRsDwU,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10066,1178,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgQ-Fzjsgev,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,59428,332,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgRL0s5Fmiz,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7202,625,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgRaskRM6lk,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7820,155,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgRqtuyOJtp,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8363,819,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgR8HXisHmz,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9113,820,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgTcNZWIUcq,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,50410,327,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgTu3jMM0SI,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9754,260,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CgT-4A0smwg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8399,627,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CgUTH5eM0Vk,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10609,1998,0,0,3,1,0,0,0,0,0,0,1,0,0,0
CgUkF4WOybF,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8910,553,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgWINtSMqNH,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,52488,600,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgWV8MHrDgb,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7199,605,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CgWqFdouLEa,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10551,309,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgW3yE6uPHD,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7220,436,3,0,2,1,0,0,0,0,0,0,1,0,0,0
CgYwcGyM3zN,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,63225,331,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgZBnbjsTsv,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9001,952,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgZRn1ujpH1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8399,365,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CgZp3dFIz_4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12732,278,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgZqUNoOjs1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,253,418,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgbRTIGMoqZ,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,53960,255,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgbfFPXpytQ,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7213,362,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgbzuInOcy-,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10821,495,2,0,1,1,0,0,0,0,0,0,1,0,0,0
CgcBeNdoIeh,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7234,470,0,0,2,1,0,0,0,0,0,0,1,0,0,0
CgcNJ-TNyNh,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6101,345,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CgdyFqXs08h,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52918,340,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cgd88mvOdfA,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5716,418,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CgeK0SOMO4J,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7249,764,0,0,2,1,0,0,0,0,0,0,1,0,0,0
CgeSguzslGu,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4039,749,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cgez05HoA2K,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17509,285,0,0,1,0,0,0,0,1,0,0,1,0,0,0
CggUCDusua1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,50390,363,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cgg103QFXQG,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17739,325,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cgg9QuXOOns,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3908,521,3,0,1,1,0,0,0,0,0,0,1,0,0,0
CghLCzhs3dS,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7242,308,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CghW7dKq9Cy,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6223,265,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Cgi_s8MJox_,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,54894,275,3,0,0,1,0,0,0,0,0,0,1,0,0,0
CgjNae6OOoY,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7206,413,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgjUR_eoQ-A,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3624,235,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cgjo85BsfWP,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10835,308,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cgj9rsOuvdO,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10855,503,3,0,1,1,0,0,0,0,0,0,1,0,0,0
Cglk_jxjIy8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,54149,280,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CglyN-4phD3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6944,338,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CgmG2aluIXr,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10827,421,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgmUuxPuQ_h,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7249,1958,0,0,3,0,0,0,1,0,0,0,1,0,0,0
Cgmiho4NvcD,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7232,209,3,0,0,1,0,0,0,0,0,0,1,0,0,0
CgoCbX6IsAm,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,50315,305,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CgoXRcarTmQ,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10900,276,3,0,1,1,0,0,0,0,0,0,1,0,0,0
Cgotf0Su5Uj,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11646,378,3,0,2,1,0,0,0,0,0,0,1,0,0,0
CgpC4nTuhY-,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11222,366,0,0,1,0,1,0,0,0,0,0,1,0,0,0
CgqpaV9sTeJ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,53752,506,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cgq8TLRMdvB,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9902,508,3,0,2,1,0,0,0,0,0,0,1,0,0,0
CgrlTHduGZZ,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21490,353,2,0,1,1,0,0,0,0,0,0,1,0,0,0
CgtS3QTMcGV,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,57458,482,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgtgpQDoE8C,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7247,229,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cgt5LZgufHJ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12836,329,0,0,2,1,0,0,0,0,0,0,1,0,0,0
CguJ7_iOCXR,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8777,465,3,0,2,1,0,0,0,0,0,0,1,0,0,0
Cgv3rORM8_g,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,57534,336,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CgwFVcEogdD,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7184,316,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CgwaA8zuOWb,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10844,650,3,0,0,1,0,0,0,0,0,0,1,0,0,0
CgwuqLSutCi,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10846,334,3,0,2,1,0,0,0,0,0,0,1,0,0,0
Cgw8SMfolV7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7119,310,0,0,2,0,0,0,0,1,0,0,1,0,0,0
CgyVwoYM6zs,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,46888,459,3,0,1,1,0,0,0,0,0,0,1,0,0,0
CgyccNTMWFl,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3516,853,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CgyqOMYMg4A,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7213,286,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cgy7TJBIAAb,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8988,428,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CgzF0KpsbZx,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5478,479,0,0,3,1,0,0,0,0,0,0,1,0,0,0
Cgzg0M8O16D,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14164,393,3,0,2,0,1,0,0,0,0,0,1,0,0,0
Cg06XwmsmXp,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,46945,509,3,0,1,1,0,0,0,0,0,0,1,0,0,0
Cg1IIipsMgs,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7215,424,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Cg1ZSK1oU1W,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9009,335,0,0,1,1,0,0,0,0,0,0,1,0,0,0
